Pet is Dog Boolen,Pet is Cat Boolen,YEAR,NEIGHBOURHOOD,NEIGHBOURHOOD_ID,Pet Type,Number of Pets
26,0,2020,Sweet Grass,5490,Dog,26
1,0,2019,Norwester Industrial,4350,Dog,1
0,55,2019,The Orchards At Ellerslie,6216,Cat,55
1,0,2018,Clareview Town Centre,2145,Dog,1
240,0,2019,Parkdale,1160,Dog,240
0,151,2019,Holyrood,6310,Cat,151
36,0,2020,Matt Berry,2500,Dog,36
0,1,2020,Wedgewood Heights,4570,Cat,1
1,0,2016,Strathcona,5480,Dog,1
0,1,2020,Riverview Area,4463,Cat,1
1,0,2018,Brintnell,2110,Dog,1
0,26,2020,Walker,6662,Cat,26
0,28,2020,Pleasantview,5320,Cat,28
0,39,2020,Satoo,6680,Cat,39
0,2,2018,Bulyea Heights,5100,Cat,2
0,1,2020,The Uplands,4464,Cat,1
95,0,2019,Patricia Heights,4390,Dog,95
229,0,2019,Laurier Heights,3270,Dog,229
234,0,2019,Dovercourt,3170,Dog,234
0,32,2020,Kensington,3250,Cat,32
1,0,2019,Decoteau North,6664,Dog,1
191,0,2019,Bisset,6030,Dog,191
1,0,2020,River Valley Highlands,2640,Dog,1
0,60,2019,Jasper Park,4230,Cat,60
223,0,2019,Meadowlark Park,4310,Dog,223
23,0,2020,Boyle Street,1020,Dog,23
96,0,2019,Webber Greens,4740,Dog,96
0,2,2018,Dovercourt,3170,Cat,2
32,0,2019,Ebbers,2251,Dog,32
0,11,2020,Sherwood,4500,Cat,11
151,0,2019,Henderson Estates,5230,Dog,151
0,1,2018,Balwin,2020,Cat,1
0,110,2019,Kernohan,2390,Cat,110
0,1,2018,West Jasper Place,4580,Cat,1
0,44,2019,Cameron Heights,4466,Cat,44
5,0,2019,Aster,6445,Dog,5
0,20,2020,North Glenora,3310,Cat,20
0,19,2020,MacEwan,5452,Cat,19
1,0,2018,Queen Mary Park,1180,Dog,1
48,0,2020,Glenwood,4180,Dog,48
0,110,2019,Satoo,6680,Cat,110
0,2,2019,Norwester Industrial,4350,Cat,2
23,0,2019,Hays Ridge Area,5465,Dog,23
1,0,2018,Laurier Heights,3270,Dog,1
0,107,2019,Meadowlark Park,4310,Cat,107
0,28,2019,Mactaggart,5477,Cat,28
150,0,2019,Tweddle Place,6760,Dog,150
30,0,2020,Schonsee,2700,Dog,30
0,1,2019,Marquis,2671,Cat,1
0,155,2019,Garneau,5200,Cat,155
118,0,2020,Windermere,5570,Dog,118
0,1,2018,Glenwood,4180,Cat,1
175,0,2019,Evergreen,2270,Dog,175
0,1,2018,Crestwood,3140,Cat,1
164,0,2019,Brookside,5090,Dog,164
202,0,2019,Canossa,3080,Dog,202
52,0,2020,Menisa,6450,Dog,52
1,0,2018,Lee Ridge,6400,Dog,1
8,0,2020,Cavanagh,5467,Dog,8
34,0,2019,Richford,5451,Dog,34
0,171,2019,South Terwillegar,5642,Cat,171
165,0,2019,Queen Alexandra,5330,Dog,165
2,0,2017,Parkallen,5310,Dog,2
117,0,2019,Breckenridge Greens,4700,Dog,117
31,0,2020,Thorncliff,4560,Dog,31
0,17,2020,Terrace Heights,6730,Cat,17
0,176,2019,La Perle,4240,Cat,176
430,0,2019,South Terwillegar,5642,Dog,430
1,0,2018,Skyrattler,5460,Dog,1
0,29,2020,Oleskiw,4360,Cat,29
0,45,2020,Bonnie Doon,6040,Cat,45
0,51,2019,Cy Becker,2611,Cat,51
11,0,2020,Central McDougall,1030,Dog,11
356,0,2019,Hollick-Kenyon,2340,Dog,356
2,0,2019,Industrial Heights,2360,Dog,2
0,6,2020,Dechene,4110,Cat,6
0,17,2019,Chambery,3120,Cat,17
0,78,2019,Ellerslie,6211,Cat,78
0,2,2018,Belvedere,2080,Cat,2
24,0,2020,Oxford,3320,Dog,24
2,0,2016,McLeod,2530,Dog,2
1,0,2020,Kennedale Industrial,2380,Dog,1
0,46,2019,Hudson,3480,Cat,46
118,0,2019,Callingwood South,4080,Dog,118
73,0,2020,Laurier Heights,3270,Dog,73
200,0,2019,McLeod,2530,Dog,200
2,0,2019,Lewis Farms Industrial,4485,Dog,2
22,0,2020,Kameyosek,6340,Dog,22
1,0,2019,Mill Creek Ravine North,6491,Dog,1
0,1,2018,Belmont,2070,Cat,1
124,0,2019,Steinhauer,5470,Dog,124
0,55,2019,Brookside,5090,Cat,55
171,0,2019,Glengarry,2290,Dog,171
3,0,2016,Summerside,6213,Dog,3
0,102,2019,Mayfield,4290,Cat,102
0,111,2019,Dovercourt,3170,Cat,111
1,0,2019,Coronet Addition Industrial,6090,Dog,1
191,0,2019,Belle Rive,2050,Dog,191
1,0,2016,Montrose,2550,Dog,1
0,21,2020,Sherbrooke,3410,Cat,21
0,15,2020,Tipaskan,6750,Cat,15
33,0,2020,Sherbrooke,3410,Dog,33
10,0,2019,Kinglet Gardens,4477,Dog,10
1,0,2018,Rapperswill,3370,Dog,1
16,0,2020,Baranow,3020,Dog,16
13,0,2020,Cloverdale,6070,Dog,13
1,0,2018,Rideau Park,5360,Dog,1
0,12,2019,Desrochers Area,5463,Cat,12
0,1,2018,Rosslyn,3390,Cat,1
220,0,2019,Rhatigan Ridge,5350,Dog,220
1,0,2016,Jackson Heights,6330,Dog,1
0,44,2020,Garneau,5200,Cat,44
60,0,2019,Albany,3460,Dog,60
0,10,2020,Callaghan,5457,Cat,10
0,98,2019,West Meadowlark Park,4590,Cat,98
6,0,2020,Albany,3460,Dog,6
0,17,2020,Overlanders,2590,Cat,17
104,0,2019,Leger,5630,Dog,104
0,45,2019,Summerlea,4520,Cat,45
140,0,2019,West Meadowlark Park,4590,Dog,140
0,1,2019,Armstrong Industrial,4030,Cat,1
26,0,2020,Paisley,5469,Dog,26
0,16,2020,McKernan,5290,Cat,16
0,1,2019,Edmonton Research and Development Park,6190,Cat,1
276,0,2019,Silver Berry,6442,Dog,276
141,0,2019,Schonsee,2700,Dog,141
0,79,2019,Canossa,3080,Cat,79
4,0,2019,Weir Industrial,6780,Dog,4
0,9,2020,Keswick Area,5576,Cat,9
73,0,2019,Rossdale,1220,Dog,73
0,4,2020,CPR Irvine,6110,Cat,4
0,114,2019,Beacon Heights,2040,Cat,114
0,17,2020,Minchau,6530,Cat,17
215,0,2019,Satoo,6680,Dog,215
0,49,2019,Rosenthal,4750,Cat,49
0,4,2020,Cameron Heights,4466,Cat,4
160,0,2020,The Hamptons,4461,Dog,160
1,0,2019,West Sheffield Industrial,4600,Dog,1
0,229,2019,The Hamptons,4461,Cat,229
0,67,2019,Callingwood North,4070,Cat,67
0,92,2019,Fulton Place,6240,Cat,92
36,0,2020,Eastwood,1100,Dog,36
66,0,2019,Central McDougall,1030,Dog,66
0,27,2019,Granville,4551,Cat,27
0,32,2019,Starling,4474,Cat,32
261,0,2019,Forest Heights,6230,Dog,261
0,107,2019,Riverdale,1210,Cat,107
33,0,2020,Bearspaw,5030,Dog,33
32,0,2020,Strathearn,6710,Dog,32
0,3,2020,Cy Becker,2611,Cat,3
57,0,2020,Satoo,6680,Dog,57
1,0,2018,Windermere,5570,Dog,1
27,0,2020,Rosslyn,3390,Dog,27
2,0,2019,Edmonton South Central,8887,Dog,2
2,0,2018,Rosslyn,3390,Dog,2
19,0,2020,Steinhauer,5470,Dog,19
0,39,2020,Delwood,2230,Cat,39
1,0,2018,Parkallen,5310,Dog,1
0,79,2019,Oxford,3320,Cat,79
4,0,2020,Quesnell Heights,4420,Dog,4
